No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year, Total Acquisition value,Category,Disposal date,Year Of Disposal,Amount Deduction
1381,POS391 10.4 Inch Integrated POS (1 set with Printer & Cash Drawer)-PEN1,301440,9IST,,48,4,10-Oct-19,2019,21060000,Equipment,,,0
1382,Cash Drawer (Black) Additional - PEN1,301441,9IST,,48,4,10-Oct-19,2019,821275,Equipment,,,0
1383,391 Customer Display - PEN1,301442,9IST,,48,4,10-Oct-19,2019,1140750,Equipment,,,0
1384,"MRA Square Cake Showcase ""CSK 150"" 1500x700x1250 - SLM1",301444,9OPS,,48,4,22-Oct-19,2019,25454545,Equipment,,,0
1385,"MRA Undercounter Chiller ""UCC 1500 P2"" 1500x750x850 - SLM1",301445,9OPS,,48,4,22-Oct-19,2019,13353182,Equipment,,,0
1386,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - SLM1",301447,9IST,,48,4,16-Oct-19,2019,2300000,Equipment,,,0
1387,GEA EXPO-90 44x510x831 - 9CHE,301486,9CHE,,48,4,11-Oct-19,2019,2100000,Equipment,,,0
1388,GEA EXPO-90 44x510x831 - 9CHE,301487,9CHE,,48,4,11-Oct-19,2019,2100000,Equipment,,,0
1389,GEA EXPO-90 44x510x831 - 9CHE,301488,9CHE,,48,4,11-Oct-19,2019,2100000,Equipment,,,0
1390,GEA EXPO-90 44x510x831 - 9CHE,301489,9CHE,,48,4,11-Oct-19,2019,2100000,Equipment,,,0
1391,GEA EXPO-37FC 510x615x1740 - 9CHE,301490,9CHE,,48,4,25-Oct-19,2019,3675000,Equipment,,,0
1392,GEA EXPO-37FC 510x615x1740 - 9CHE,301491,9CHE,,48,4,25-Oct-19,2019,3675000,Equipment,,,0
1393,GEA EXPO-416P 660x680x2135 - 9CHE,301492,9CHE,,48,4,25-Oct-19,2019,6675000,Equipment,,,0
1394,GEA EXPO-416P 660x680x2135 - 9CHE,301493,9CHE,,48,4,25-Oct-19,2019,6675000,Equipment,,,0
1395,Surveillance Hardisk DVR 2TB + Adaptor - WTC1,301494,WTC1,,48,4,21-Oct-19,2019,1950000,Equipment,,,0
1396,POS391 10.4 Inch Integrated POS (1 set with Printer & Cash Drawer)-SLM2,301498,SLM2,,48,4,18-Oct-19,2019,21060000,Equipment,,,0
1397,Cash Drawer (Black) Additional - SLM2,301499,SLM2,,48,4,18-Oct-19,2019,821275,Equipment,,,0
1398,391 Customer Display - SLM2,301500,SLM2,,48,4,18-Oct-19,2019,1140750,Equipment,,,0
1399,NB Acer Aspire A311-31 - PPC1,301501,PPC1,,48,4,18-Oct-19,2019,6425000,Equipment,,,0
1400,Samsung Galaxy A10 SM-A105 - 9HRD,301503,9HRD,,48,4,29-Oct-19,2019,1472727,Equipment,,,0
1401,HDD CCTV Telview 4TB - 9OPS,301504,9OPS,,48,4,25-Oct-19,2019,2000000,Equipment,,,0
1402,Compressor HST SC 12 CL (sub FA 300328) - OKW1,301506,OKW1,,48,4,1-Oct-19,2019,2100000,Equipment,,,0
1403,Samsung Galaxy A10 SM-A105 - SMY2,301507,SMY2,,48,4,31-Oct-19,2019,1472727,Equipment,,,0
1404,Samsung Galaxy A10 SM-A105 - TSB1,301508,SMB1,,48,4,31-Oct-19,2019,1472727,Equipment,,,0
1405,NB Acer Aspire A311-31 - SMY2,301523,SMY2,,48,4,31-Oct-19,2019,6425000,Equipment,,,0
1406,Router TPLINK TL MR6400 - SMY2,301525,SMY2,,48,4,31-Oct-19,2019,1030000,Equipment,,,0
1407,Router TPLINK TL MR6400 - TSB1,301526,SMB1,,48,4,31-Oct-19,2019,1030000,Equipment,,,0
1408,UPS ICA CE 1200VA - SMY2,301527,SMY2,,48,4,31-Oct-19,2019,1000000,Equipment,,,0
1409,UPS ICA CE 1200VA - TSB1,301528,SMB1,,48,4,31-Oct-19,2019,1000000,Equipment,,,0
1410,Spaceman 6240 Soft Ice Cream Machine Twin Twist Flavor - TPL1,301085,TPL1,,48,4,11-Nov-19,2019,48818181.82,Equipment,,,0
1411,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - SLM2",301495,SLM2,,48,4,19-Nov-19,2019,23181818,Equipment,,,0
1412,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - SMY2",301509,SMY2,,48,4,19-Nov-19,2019,29090909,Equipment,,,0
1413,"MRA Undercounter Chiller ""UCC 1500 P2"" 1500x750x850 - SMY2",301510,SMY2,,48,4,19-Nov-19,2019,13353182,Equipment,,,0
1414,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - SMY2,301511,SMY2,,48,4,18-Nov-19,2019,5090910,Equipment,,,0
1415,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - SMY2",301512,SMY2,,48,4,21-Nov-19,2019,2300000,Equipment,,,0
1416,POS391 10.4 Inch Integrated POS (1 set with Printer & Cash Drawer)-SMY2,301513,SMY2,,48,4,27-Nov-19,2019,21060000,Equipment,,,0
1417,Cash Drawer (Black) Additional - SMY2,301514,SMY2,,48,4,27-Nov-19,2019,821275,Equipment,,,0
1418,391 Customer Display - SMY2,301515,SMY2,,48,4,27-Nov-19,2019,1140750,Equipment,,,0
1419,"MRA Square Cake Showcase ""CSK 150"" 1500x700x1250 - TSB1",301516,SMB1,,48,4,19-Nov-19,2019,25454545,Equipment,,,0
1420,"MRA Undercounter Chiller ""UCC 1500 P2"" 1500x750x850 - TSB1",301517,RYP1,,48,4,19-Nov-19,2019,13353182,Equipment,,,0
1421,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - TSB1,301518,9OPS,,48,4,18-Nov-19,2019,5090910,Equipment,,,0
1422,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - TSB1",301519,SMB1,,48,4,21-Nov-19,2019,2300000,Equipment,,,0
1423,POS391 10.4 Inch Integrated POS (1 set with Printer & Cash Drawer)-TSB1,301520,SMB1,,48,4,27-Nov-19,2019,21060000,Equipment,,,0
1424,Cash Drawer (Black) Additional - TSB1,301521,SMB1,,48,4,27-Nov-19,2019,821275,Equipment,,,0
1425,391 Customer Display - TSB1,301522,SMB1,,48,4,27-Nov-19,2019,1140750,Equipment,,,0
1426,Barcode Scanner Datalogic QD2430 - SMY2,301529,SMY2,,48,4,11-Nov-19,2019,1590000,Equipment,,,0
1427,Barcode Scanner Datalogic QD2430 - TSB1,301530,SMB1,,48,4,11-Nov-19,2019,1590000,Equipment,,,0
1428,HDD CCTV Telview 4TB - RTP1,301531,9IST,,48,4,29-Nov-19,2019,2000000,Equipment,,,0
1429,HDD CCTV Telview 4TB - KKS2,301532,KKS2,,48,4,29-Nov-19,2019,2000000,Equipment,,,0
1430,"1 set CCTV (1unit Adaptor DVR, 1unit HDD 2TB, 1unit Adaptor Cam. 2A, 1unit Dome Fixed HD Cam) - EPI1",301533,EPI1,,48,4,28-Nov-19,2019,2650000,Equipment,,,0
1431,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - TPL2",301535,RYP1,,48,4,29-Nov-19,2019,23181818,Equipment,,,0
1432,FUJIFILM - Camera X-T20 kit - 9MKT,301537,9MKT,,48,4,21-Nov-19,2019,11507691.14,Equipment,,,0
1433,FUJIFILM - Lens Fujinon XF 50mm F/2 R WR - 9MKT,301538,9MKT,,48,4,21-Nov-19,2019,4399580.92,Equipment,,,0
1434,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - TPL2,301178,RYP1,,48,4,19-Dec-19,2019,5090909,Equipment,,,0
1435,"1 set CCTV ( 1unit HD DVR 4 ch, 1unit Dome Fixed HD Cam) - OBP1",301179,OBP1,,48,4,20-Dec-19,2019,3125000,Equipment,,,0
1436,HDD DVR CCTV  4TB - KNC1,301180,KNC1,,48,4,20-Dec-19,2019,2000000,Equipment,,,0
1437,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - SLM2",301497,SLM2,,48,4,12-Dec-19,2019,2300000,Equipment,,,0
1438,HDD CCTV Telview 2TB + Adaptor DVR - PPC1,301534,PPC1,,48,4,17-Dec-19,2019,1950000,Equipment,,,0
1439,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - TPL2",301536,9IST,,48,4,12-Dec-19,2019,2300000,Equipment,,,0
1440,Lenovo V330 Core I5 - 9FNA,301183,9FNA,,48,4,30-Dec-19,2019,9910000,Equipment,,,0
1441,Lenovo V330 Core I5 - 9MKT,301184,9MKT,,48,4,30-Dec-19,2019,9910000,Equipment,,,0
1442,Lenovo V130 Core I3 - 9QAC,301185,9QAC,,48,4,30-Dec-19,2019,7385000,Equipment,,,0
1443,GEA Planetary Mixer B-8 - 9PRD,301182,9PRD,,48,4,31-Dec-19,2019,5100000,Equipment,,,0
1444,GEA Chest Freezer 100L AB-106-R (563x562x845 mm) - 9PRD,301181,9CHE,,48,4,31-Dec-19,2019,1987500,Equipment,,,0
1445,PARTS Spaceman 6240 Soft Ice Cream Machine (sub 300933) - TPL1,301505,TPL1,,48,4,23-Jan-20,2020,10432000,Equipment,,,0
1446,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - KKS2,301186,KKS2,,48,4,31-Jan-20,2020,5090909,Equipment,,,0
1447,EPSON Printer L3110 - 9CHE,301187,9CHE,,48,4,23-Jan-20,2020,1915000,Equipment,,,0
1448,Surveillance Hardisk DVR 2TB + Adaptor - KKS1,301540,KKS1,,48,4,23-Jan-20,2020,1950000,Equipment,,,0
1449,SAMSUNG Galaxy A10S - TBD1,301547,9IST,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1450,SAMSUNG Galaxy A10S - JIM1,301548,JIM1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1451,SAMSUNG Galaxy A10S - JGC1,301549,JGC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1452,SAMSUNG Galaxy A10S - CPA1,301550,CPA1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1453,SAMSUNG Galaxy A10S - MAG2,301551,MAG2,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1454,SAMSUNG Galaxy A10S - SOH1,301552,SOH1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1455,SAMSUNG Galaxy A10S - LVW1,301553,LVW1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1456,SAMSUNG Galaxy A10S - BXC1,301554,BXC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1457,SAMSUNG Galaxy A10S - MTA1,301555,MTA1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1458,SAMSUNG Galaxy A10S - MAX1,301556,MAX1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1459,SAMSUNG Galaxy A10S - KRC1,301557,KRC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1460,SAMSUNG Galaxy A10S - MOI1,301558,MOI1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1461,SAMSUNG Galaxy A10S - MKG1,301559,MKG1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1462,SAMSUNG Galaxy A10S - OKW1,301560,TMS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1463,SAMSUNG Galaxy A10S - STR1,301561,STR1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1464,SAMSUNG Galaxy A10S - NIG1,301562,NIG1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1465,SAMSUNG Galaxy A10S - PRI1,301563,PRI1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1466,SAMSUNG Galaxy A10S - HXC1,301564,HXC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1467,SAMSUNG Galaxy A10S - LMP1,301565,LMP1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1468,SAMSUNG Galaxy A10S - SQS1,301566,SQS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1469,SAMSUNG Galaxy A10S - GCT1,301567,GCT1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1470,SAMSUNG Galaxy A10S - GCT2,301568,GCT2,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1471,SAMSUNG Galaxy A10S - RSP1,301569,RSP1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1472,SAMSUNG Galaxy A10S - GIN1,301570,GIN1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1473,SAMSUNG Galaxy A10S - CTW1,301571,CTW1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1474,SAMSUNG Galaxy A10S - KKS1,301572,KKS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1475,SAMSUNG Galaxy A10S - KKS2,301573,KKS2,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1476,SAMSUNG Galaxy A10S - LCB1,301574,WTC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1477,SAMSUNG Galaxy A10S - TCB,301575,TCB1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1478,SAMSUNG Galaxy A10S - OBP1,301576,OBP1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1479,SAMSUNG Galaxy A10S - SQR1,301577,SQR1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1480,SAMSUNG Galaxy A10S - PIM2,301578,PIM2,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1481,SAMSUNG Galaxy A10S - WTC1,301579,WTC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1482,SAMSUNG Galaxy A10S - RTP1,301580,MAG1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1483,SAMSUNG Galaxy A10S - PIM3,301581,PIM3,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1484,SAMSUNG Galaxy A10S - BLM1,301582,BLM1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1485,SAMSUNG Galaxy A10S - EMP1,301583,EMP1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1486,SAMSUNG Galaxy A10S - DWS1,301584,DWS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1487,SAMSUNG Galaxy A10S - FXS2,301585,FXS2,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1488,SAMSUNG Galaxy A10S - LMK1,301586,LMK1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1489,SAMSUNG Galaxy A10S - PPC1,301587,PPC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1490,SAMSUNG Galaxy A10S - STB1,301588,STB1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1491,SAMSUNG Galaxy A10S - CPW1,301589,9IST,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1492,SAMSUNG Galaxy A10S - ECS1,301590,ECS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1493,SAMSUNG Galaxy A10S - LTO1,301591,LTO1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1494,SAMSUNG Galaxy A10S - PKW1,301592,PKW1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1495,SAMSUNG Galaxy A10S - SMY1,301593,SMY1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1496,SAMSUNG Galaxy A10S - TPL1,301594,TPL1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1497,SAMSUNG Galaxy A10S - EPI1,301596,EPI1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1498,SAMSUNG Galaxy A10S - PSN1,301597,PSN1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1499,SAMSUNG Galaxy A10S - MMB1,301598,MMB1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1500,SAMSUNG Galaxy A10S - PIK1,301599,PIK1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1501,SAMSUNG Galaxy A10S - CGK1,301600,9IST,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1502,SAMSUNG Galaxy A10S - GMM1,301601,GMM1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1503,SAMSUNG Galaxy A10S - LOW1,301602,LOW1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1504,SAMSUNG Galaxy A10S - BSQ1,301603,BSQ1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1505,SAMSUNG Galaxy A10S - KNC1,301604,KNC1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1506,SAMSUNG Galaxy A10S - PLI1,301605,PLI1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1507,SAMSUNG Galaxy A10S - ALS1,301606,ALS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1508,SAMSUNG Galaxy A10S - AON1,301607,AON1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1509,SAMSUNG Galaxy A10S - SMS1,301608,SMS1,,48,4,23-Jan-20,2020,1513636.36,Equipment,,,0
1510,NB Acer Aspire A311-31 - TBD1,301609,TBD1,,48,4,31-Jan-20,2020,6025000,Equipment,,,0
1511,NB Acer Aspire A311-31 - JIM1,301610,JIM1,,48,4,31-Jan-20,2020,6025000,Equipment,,,0
1512,NB Acer Aspire A311-31 - WTC1,301611,WTC1,,48,4,31-Jan-20,2020,6025000,Equipment,,,0
1513,Router TPLINK TL-MR6400 - TBD1,301612,TBD1,,48,4,31-Jan-20,2020,1030000,Equipment,,,0
1514,Router TPLINK TL-MR6400 - JIM1,301613,JIM1,,48,4,31-Jan-20,2020,1030000,Equipment,,,0
1515,Router TPLINK TL-MR6400 - 9CHE,301614,9CHE,,48,4,31-Jan-20,2020,1030000,Equipment,,,0
1516,SAMSUNG Galaxy A10S - BOX1,301615,9IST,,48,4,29-Jan-20,2020,1513636,Equipment,,,0
1517,"NB Acer Aspire A311-31 windows 10 pro 64 bit, warranty 3/3/0 - BOX1",301618,9IST,,48,4,31-Jan-20,2020,6025000,Equipment,,,0
1518,Router TPLINK TL-MR6400 - BOX1,301619,9IST,,48,4,31-Jan-20,2020,1030000,Equipment,,,0
1519,UPS ICA CE1200VA - BOX1,301620,9IST,,48,4,31-Jan-20,2020,1000000,Equipment,,,0
1520,GEA Upright Glass Door Freezer ASIA-45 (670x666x1957) - 9CHE,301630,9CHE,,48,4,16-Jan-20,2020,26250000,Equipment,,,0
1521,LG TV UHD SMART BLACK - 60UM7100PTA - WTC1,301631,WTC1,,48,4,15-Jan-20,2020,7936364,Equipment,,,0
1522,Surveillance Hardisk DVR 2TB - SMY2,301654,SMY2,,48,4,16-Jan-20,2020,2000000,Equipment,,,0
1523,UPS ICA CE 1200VA - JIM1,301655,JIM1,,48,4,31-Jan-20,2020,1000000,Equipment,,,0
1524,UPS ICA CE 1200VA - TBD1,301656,TBD1,,48,4,31-Jan-20,2020,1000000,Equipment,,,0
1525,KOZURE Money Counter type MC-101 - 9FNA,301657,9FNA,,48,4,27-Feb-20,2020,1190909,Equipment,,,0
1526,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - JIM1",301658,JIM1,,48,4,29-Feb-20,2020,2300000,Equipment,,,0
1527,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - TBD1",301659,TBD1,,48,4,29-Feb-20,2020,2300000,Equipment,,,0
1528,NB Lenovo V130 Core I3 - 9QAC,301621,9QAC,,48,4,27-Feb-20,2020,7585000,Equipment,,,0
1529,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - JIM1,301622,JIM1,,48,4,12-Feb-20,2020,5090909,Equipment,,,0
1530,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - TBD1,301623,TBD1,,48,4,12-Feb-20,2020,5090909,Equipment,,,0
1531,MRA Square Cake Showcase CSK 120 1200x700x1250 - JIM1,301650,JIM1,,48,4,13-Feb-20,2020,24545454,Equipment,,,0
1532,MRA Square Cake Showcase CSK 150 1500x700x1250 - JIM1,301651,JIM1,,48,4,13-Feb-20,2020,27272727,Equipment,,,0
1533,MRA Square Cake Showcase CSK 150 1500x700x1250 - TBD1,301652,TBD1,,48,4,1-Feb-20,2020,27272727,Equipment,,,0
1534,MRA Square Cake Showcase CSK 150 1500x700x1250 - TBD1,301653,TBD1,,48,4,1-Feb-20,2020,27272727,Equipment,,,0
1535,Spaceman 6240 Soft Ice Cream Machine Twin Twist Flavor - LOW1,301082,LOW1,,48,4,20-Mar-20,2020,24409091,Equipment,,,0
1536,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - TBD1,301624,TBD1,,48,4,4-Mar-20,2020,21060000,Equipment,,,0
1537,Cash Drawer (Black) Additional - TBD1,301625,TBD1,,48,4,4-Mar-20,2020,821275,Equipment,,,0
1538,391 Customer Display - TBD1,301626,TBD1,,48,4,4-Mar-20,2020,1140750,Equipment,,,0
1539,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - JIM1,301627,JIM1,,48,4,6-Mar-20,2020,21060000,Equipment,,,0
1540,Cash Drawer (Black) Additional - JIM1,301628,JIM1,,48,4,6-Mar-20,2020,821275,Equipment,,,0
1541,391 Customer Display - JIM1,301629,JIM1,,48,4,6-Mar-20,2020,1140750,Equipment,,,0
1542,"AScreen Interactive Flat Panel 65"" (1) - 9IST",301660,KKS1,,48,4,17-Mar-20,2020,30000000,Equipment,,,0
1543,Hardisk WDC Purple DVR 4TB - HXC1,301663,HXC1,,48,4,17-Mar-20,2020,2250000,Equipment,,,0
1544,Thermometer Infrared - 9OPS,301681,GCT2,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1545,Thermometer Infrared - 9OPS,301682,MKG1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1546,Thermometer Infrared - 9OPS,301683,PIM3,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1547,Thermometer Infrared - 9OPS,301684,SOH1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1548,Thermometer Infrared - 9OPS,301685,KKS2,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1549,Thermometer Infrared - 9OPS,301686,CTW1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1550,Thermometer Infrared - 9OPS,301687,OKW1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1551,Thermometer Infrared - 9OPS,301688,LOW1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1552,Thermometer Infrared - 9OPS,301689,OBP1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1553,Thermometer Infrared - 9OPS,301690,PIK1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1554,Thermometer Infrared - 9OPS,301691,MOI1,,48,4,31-Mar-20,2020,1272727,Equipment,,,0
1555,Thermometer Infrared - 9OPS,301692,RSP1,,48,4,31-Mar-20,2020,1272728,Equipment,,,0
1556,Thermometer Infrared - 9GEN,301693,9CHE,,48,4,31-Mar-20,2020,1272728,Equipment,,,0
1557,Thermometer Infrared - 9GEN,301694,DCF1,,48,4,31-Mar-20,2020,1272728,Equipment,,,0
1558,Barcode Scanner Datalogic QD2430 - TBD1,301616,TBD1,,48,4,17-Mar-20,2020,1590000,Equipment,,,0
1559,Barcode Scanner Datalogic QD2430 - JIM1,301617,JIM1,,48,4,17-Mar-20,2020,1590000,Equipment,,,0
1560,HDD CCTV 4TB - JGC1,301680,JGC1,,48,4,26-Apr-20,2020,2250000,Equipment,,,0
1561,SSD Samsung 860 EVO 500GB - 860 EVO / 860EVO 500 GB - 9IST,301695,9IST,,48,4,26-Apr-20,2020,1522500,Equipment,,,0
1562,Barcode Scanner Datalogic QD2430 - TPL2,301662,9IST,,48,4,9-Jun-20,2020,1590000,Equipment,,,0
1563,BOYA - WM8 Pro K2 wireless mic + Battery & Dual Charger LCD - 9MKT,301664,9MKT,,48,4,1-Jun-20,2020,2729548,Equipment,,,0
1564,Aruba Instant IAP-315 #1 - HO,301541,9IST,,48,4,31-Jul-20,2020,9833333.33,Equipment,,,0
1565,Aruba Instant IAP-315 #2 - HO,301542,9IST,,48,4,31-Jul-20,2020,9833333.33,Equipment,,,0
1566,Aruba Instant IAP-315 #3 - HO,301543,9IST,,48,4,31-Jul-20,2020,9833333.33,Equipment,,,0
1567,Aruba 2930F 48G 4SFP Switch #1 + Transceiver - HO,301544,9IST,,48,4,31-Jul-20,2020,39253105,Equipment,,,0
1568,Aruba 2930F 48G 4SFP Switch #2 + Transceiver - HO,301545,9IST,,48,4,31-Jul-20,2020,39253105,Equipment,,,0
1569,4 unit Aruba 1G SFP LC SX 500m MMF Transceiver + Patch Cord FO - HO,301546,9IST,,48,4,31-Jul-20,2020,29904680,Equipment,,,0
1570,NB Lenovo V330 Core I5 8250U - 9IST,301697,9IST,,48,4,31-Jul-20,2020,10150000,Equipment,,,0
1571,NB Lenovo V330 Core I5 8250U - 9IST,301698,9IST,,48,4,31-Jul-20,2020,10150000,Equipment,,,0
1572,NB Lenovo V330 Core I5 8250U - 9IST,301699,9IST,,48,4,31-Jul-20,2020,10150000,Equipment,,,0
1573,NB Lenovo V330 Core I5 8250U - 9IST,301700,9IST,,48,4,31-Jul-20,2020,10150000,Equipment,,,0
1574,NB Lenovo V330 Core I5 8250U - 9IST,301701,9IST,,48,4,31-Jul-20,2020,10150000,Equipment,,,0
1575,NB Lenovo V130 Core I3 7020U - 9IST,301702,9IST,,48,4,31-Jul-20,2020,7700000,Equipment,,,0
1576,NB Lenovo V130 Core I3 7020U - 9IST,301703,9IST,,48,4,31-Jul-20,2020,7700000,Equipment,,,0
1577,NB Lenovo V130 Core I3 7020U - 9IST,301704,9IST,,48,4,31-Jul-20,2020,7700000,Equipment,,,0
1578,NB Lenovo V130 Core I3 7020U - 9IST,301705,9IST,,48,4,31-Jul-20,2020,7700000,Equipment,,,0
1579,NB Lenovo V130 Core I3 7020U - 9IST,301706,9IST,,48,4,31-Jul-20,2020,7700000,Equipment,,,0
1580,Thermometer Infrared - 9OPS,301707,LVW1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1581,Thermometer Infrared - 9OPS,301708,GMM1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1582,Thermometer Infrared - 9OPS,301709,GIN1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1583,Thermometer Infrared - 9OPS,301710,LCB1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1584,Thermometer Infrared - 9OPS,301711,STB1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1585,Thermometer Infrared - 9OPS,301712,LMP1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1586,Thermometer Infrared - 9OPS,301713,TBD1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1587,Thermometer Infrared - 9OPS,301714,PLI1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1588,Thermometer Infrared - 9OPS,301715,PPC1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1589,Thermometer Infrared - 9OPS,301716,9OPS,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1590,Thermometer Infrared - 9OPS,301717,ECS1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1591,Thermometer Infrared - 9OPS,301718,PKW1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1592,Thermometer Infrared - 9OPS,301719,TPL1,,48,4,31-Jul-20,2020,935000,Equipment,,,0
1593,HDD CCTV 4TB - NIG1,301696,NIG1,,48,4,7-Aug-20,2020,2000000,Equipment,,,0
1594,Thermometer Infrared - 9OPS,301720,KKS1,,48,4,1-Sep-20,2020,699000,Equipment,,,0
1595,Thermometer Infrared - 9OPS,301721,9GEN,,48,4,1-Sep-20,2020,550000,Equipment,,,0
1596,Thermometer Infrared - 9OPS,301722,9GEN,,48,4,1-Sep-20,2020,550000,Equipment,,,0
