No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year, Total Acquisition value,Category,Disposal date,Year Of Disposal,Amount Deduction
178,HP Acer Liquid Z330 - BXC1,300763,BXC1,,48,4,9-Mar-17,2017,1049000,Equipment,31-Dec-19,2019,1049000
179,HP Acer Liquid Z330 - PIM2,300764,PIM2,,48,4,9-Mar-17,2017,1049000,Equipment,31-Dec-19,2019,1049000
180,HP Acer Liquid Z330 - LVW1,300765,LVW1,,48,4,9-Mar-17,2017,1049000,Equipment,31-Dec-19,2019,1049000
181,HP Acer Liquid Z330 - PSN1,300766,PSN1,,48,4,9-Mar-17,2017,1049000,Equipment,31-Dec-19,2019,1049000
182,Mesin Kupas Nanas,300802,CPF,,96,8,31-Dec-16,2016,159540770,Equipment,30-Jun-18,2018,159540770
183,KW0501524 - PLATFORM HAND TRUCK PLASTIC 400KG - CPF,300705,9CPF,,48,4,11-Jan-17,2017,1689000.01,Equipment,30-Jun-18,2018,1689000.01
184,Meja Stainless  L.1850x600x850 mm w/ Back Splash - CPF,300714,9CPF,,48,4,26-Jan-17,2017,4389000,Equipment,30-Jun-18,2018,4389000
185,Trolley Ampas 500x360x620 mm - Angle 140k - 9CPF,300715,9CPF,,48,4,26-Jan-17,2017,3835150,Equipment,30-Jun-18,2018,3835150
186,Container Table 730x520x500 mm - 9CPF,300716,9CPF,,48,4,26-Jan-17,2017,2978250,Equipment,30-Jun-18,2018,2978250
187,Santos Silent Shop Coffee Grinder Model 43 - CPF (1),300772,9CPF,,48,4,1-Apr-17,2017,13000000,Equipment,30-Jun-18,2018,13000000
188,Santos Silent Shop Coffee Grinder Model 43 - CPF (2),300773,9CPF,,48,4,1-Apr-17,2017,13000000,Equipment,30-Jun-18,2018,13000000
189,Tomori Counter Top Ice Cream Machine TIM-325SC - 9PRD,300777,9PRD,,48,4,10-May-17,2017,16000000.01,Equipment,31-Dec-19,2019,16000000.01
190,Epson Printer [LQ-310] - 9CPF,300834,9CPF,,48,4,13-Jun-17,2017,2440000,Equipment,30-Jun-18,2018,2440000
191,Epson M100 - 9CPF,300835,9CPF,,48,4,13-Jun-17,2017,1900000,Equipment,30-Jun-18,2018,1900000
192,Karcher K 2.420 AirCon High Pressure Cleaners - 9CPF,300836,9CPF,,48,4,12-Jul-17,2017,2837450,Equipment,30-Jun-18,2018,2837450
193,Samsung Galaxy J1 ACE VE - PRI1,300838,PRI1,,48,4,17-Jul-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
194,Samsung Galaxy J1 ACE VE - MTA1,300839,MTA1,,48,4,17-Jul-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
195,Samsung Galaxy J1 ACE VE - LCB1,300840,LCB1,,48,4,17-Jul-17,2017,1234050,Equipment,01-Sep-19,2019,1234050
196,Samsung Galaxy J1 ACE VE - PIM3,300841,PIM3,,48,4,17-Jul-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
197,Samsung Galaxy J1 ACE VE - CPA1,300842,CPA1,,48,4,17-Jul-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
198,Samsung Galaxy J1 ACE VE - KNC1,300843,KNC1,,48,4,17-Jul-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
199,Samsung Galaxy J1 ACE VE - SUM1,300844,SUM1,,48,4,17-Jul-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
200,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - SUM1",300825,SUM1,,48,4,9-Aug-17,2017,20625000,Equipment,31-Dec-19,2019,20625000
201,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300845,9CPF,,48,4,4-Aug-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
202,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300846,9CPF,,48,4,4-Aug-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
203,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300847,9CPF,,48,4,4-Aug-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
204,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300848,9CPF,,48,4,4-Aug-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
205,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300849,9CPF,,48,4,4-Aug-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
206,"ACER Veritron X2640 Win10pro, LED 19.5 Ic 3-6100/4GB DDR4/HD 500GB/DVDRW/gigabit - 9CPF",300861,9CPF,,48,4,7-Aug-17,2017,8525000,Equipment,30-Jun-18,2018,8525000
207,Samsung Galaxy J1 ACE VE - AON1,300864,AON1,,48,4,22-Aug-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
208,Samsung Galaxy J1 ACE VE - LMP1,300865,LMP1,,48,4,22-Aug-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
209,Samsung Galaxy J1 ACE VE - STB1,300866,STB1,,48,4,22-Aug-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
210,Samsung Galaxy J1 ACE VE - UOB1,300867,UOB1,,48,4,22-Aug-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
211,"Thermometer Data Logger ""Tempod"" type MD - 9CPF (1)",300909,9CPF,,48,4,26-Sep-17,2017,1650000,Equipment,30-Jun-18,2018,1650000
212,"Thermometer Data Logger ""Tempod"" type MD - 9CPF (2)",300910,9CPF,,48,4,26-Sep-17,2017,1650000,Equipment,30-Jun-18,2018,1650000
213,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM 0146 - 9CPF",300832,9CPF,,48,4,26-Oct-17,2017,46090000,Equipment,30-Jun-18,2018,46090000
214,"Vitamix Bar Blender Interlock Capacity 5,6 Ltr , Model :VM 0146 - 9CPF",300833,9CPF,,48,4,26-Oct-17,2017,46090000,Equipment,30-Jun-18,2018,46090000
215,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - UOB1",300863,UOB1,,48,4,5-Oct-17,2017,20625000,Equipment,31-Dec-19,2019,20625000
216,Samsung Galaxy J1 ACE VE - JGC1,300921,JGC1,,48,4,10-Oct-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
217,Samsung Galaxy J1 ACE VE - DWS1,300922,DWS1,,48,4,10-Oct-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
218,Samsung Galaxy J1 ACE VE - HXC1,300923,HXC1,,48,4,10-Oct-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
219,Samsung Galaxy J1 ACE VE - KTW1,300924,LMM1,,48,4,10-Oct-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
220,Samsung Galaxy J1 ACE VE - PIK1,300955,PIK1,,48,4,19-Dec-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
221,Samsung Galaxy J1 ACE VE - NIG1,300956,NIG1,,48,4,19-Dec-17,2017,1234050,Equipment,31-Dec-19,2019,1234050
222,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300964,9CPF,,48,4,22-Dec-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
223,Sinorie High Bay Light SCI-CP HB06-150 (150W) Food Grade - 9CPF,300965,9CPF,,48,4,22-Dec-17,2017,4589329.8,Equipment,30-Jun-18,2018,4589329.8
224,Filling machine for juice (14.12.5) - CPF,300145,9CPF,,96,8,22-Dec-17,2017,970919994.5,Equipment,18-Sep-19,2019,970919994.5
225,"Showcase juice cooler, holic-taiwan, stainlees steel 1200x706x1614 - MAX",300995,MAX1,,48,4,22-Dec-17,2017,30003462.5,Equipment,31-Dec-19,2019,30003462.5
226,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - CPJ1",300967,CPJ1,,48,4,25-Jan-18,2018,20625000,Equipment,31-Dec-19,2019,20625000
227,Samsung Galaxy J1 ACE VE - CPJ1,300988,CPJ1,,48,4,23-Jan-18,2018,1234050.4,Equipment,31-Dec-19,2019,1234050.4
228,Samsung Galaxy J1 ACE VE - SMS1,300989,SMS1,,48,4,23-Jan-18,2018,1234050.4,Equipment,31-Dec-19,2019,1234050.4
229,Samsung Galaxy J1 ACE VE - EMP1,300990,EMP1,,48,4,23-Jan-18,2018,1234050.4,Equipment,31-Dec-19,2019,1234050.4
230,Samsung Galaxy J2 SM-G532 - GCT1,301009,GCT1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
231,Samsung Galaxy J2 SM-G532 - KKS1,301010,KKS1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
232,Samsung Galaxy J2 SM-G532 - LOW1,301011,LOW1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
233,Samsung Galaxy J2 SM-G532 - PIM1,301012,PIM1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
234,Samsung Galaxy J2 SM-G532 - WTC1,301013,WTC1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
235,Samsung Galaxy J2 SM-G532 - MAX1,301014,MAX1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
236,Samsung Galaxy J2 SM-G532 - ALS1,301015,ALS1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
237,Samsung Galaxy J2 SM-G532 - PPC1,301016,PPC1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
238,Samsung Galaxy J2 SM-G532 - PXV1,301017,PXV1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
239,Samsung Galaxy J2 SM-G532 - OKW1,301018,OKW1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
240,Samsung Galaxy J2 SM-G532 - RTP1,301019,RTP1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
241,Samsung Galaxy J2 SM-G532 - GIN1,301020,GIN1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
242,Samsung Galaxy J2 SM-G532 - RSP1,301021,RSP1,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
243,Samsung Galaxy J2 SM-G532 - GCT2,301022,GCT2,,48,4,29-Mar-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
244,Samsung Galaxy J2 SM-G532 - KTW1,301029,GMM1,,48,4,8-May-18,2018,1490909.09,Equipment,31-Dec-19,2019,1490909.09
245,Samsung Galaxy J2 SM-G532 - FXS2,301053,FXS2,,48,4,19-Jul-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
246,Samsung Galaxy J2 SM-G532 - MMB1,301069,MMB1,,48,4,18-Sep-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
247,Samsung Galaxy J2 SM-G532 - CTW1,301072,CTW1,,48,4,18-Sep-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
248,Samsung Galaxy J2 SM-G532 - SQR1,301073,SQR1,,48,4,18-Sep-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
249,SAMSUNG Galaxy J2 Prime - G532 - KRC1,301104,KRC1,,48,4,14-Nov-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
250,SAMSUNG Galaxy J2 Prime - G532 - MOI1,301105,MOI1,,48,4,14-Nov-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
251,SAMSUNG Galaxy J2 Prime - G532 - TPL1,301142,TPL1,,48,4,14-Dec-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
252,SAMSUNG Galaxy J2 Prime - G532 - PKW1,301145,PKW1,,48,4,14-Dec-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
253,SAMSUNG Galaxy J2 Prime - G532 - CPW1,301148,CPW1,,48,4,14-Dec-18,2018,1490909,Equipment,31-Dec-19,2019,1490909
254,Filling Machine for Juice (14.12.5) - CPF (sub 300145) - 9CPF,301246,9CPF,,96,8,1-Mar-19,2019,113256000,Equipment,18-Sep-19,2019,113256000
255,Samsung Galaxy J2 Prime - G532 - KKS2,301263,KKS2,,48,4,15-May-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
256,Samsung Galaxy J2 Prime - G532 - BLM1,301264,BLM1,,48,4,15-May-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
257,Samsung Galaxy J2 Prime - G532 - BSQ1,301265,BSQ1,,48,4,15-May-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
258,Samsung Galaxy J2 Prime - G532 - MAG1,301266,MAG1,,48,4,15-May-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
259,Samsung Galaxy J2 Prime - G532 - TCB1,301279,TCB1,,48,4,11-Jun-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
260,Samsung Galaxy J2 Prime - G532 - MAG2,301292,MAG2,,48,4,11-Jun-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
261,Samsung Galaxy J2 Prime - G532 - LTO1,301319,LTO1,,48,4,15-Jul-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
262,Samsung Galaxy J2 Prime - G532 - SMY1,301320,SMY1,,48,4,15-Jul-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
263,Samsung Galaxy J2 Prime - G532 - STR1,301336,STR1,,48,4,30-Jul-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
264,Samsung Galaxy J2 Prime - G532 - MKG1,301396,MKG1,,48,4,13-Aug-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
265,Compressor Danfos SC 21 CL R404 1 phase 220v (sub 300162) - PPC1,301415,PPC1,,48,4,20-Aug-19,2019,2954546,Equipment,31-Dec-19,2019,2954546
266,Samsung Galaxy J2 Prime - G532 - LCB1,301418,LCB1,,48,4,3-Sep-19,2019,1409091,Equipment,31-Dec-19,2019,1409091
267,Karcher Triple Nozzle 035 P/N 4.767-212.0 - 9CPF,300938,9CPF,,48,4,15-Nov-17,2017,1337600,Equipment,30-Jun-18,2018,1337600
268,Undercounter chiller 2 door Mastercool X ECX 210 TN - SQR1,300341,SQR1,,48,4,1-Nov-15,2015,17776000,Equipment,26-Jun-20,2020,17776000
269,Saladette w/ 10 x 1/4 GN Pan w/lid 1045 x 700 x 850 - SQR1,300342,SQR1,,48,4,1-Nov-15,2015,16335000,Equipment,26-Jun-20,2020,16335000
270,Undercounter Freezer 1 door TUF 27 - SQR1,300343,SQR1,,48,4,1-Nov-15,2015,14003000,Equipment,26-Jun-20,2020,14003000
271,SAMSUNG Galaxy A10S - TPL2,301595,TPL2,,48,4,23-Jan-20,2020,1513636.36,Equipment,28-Nov-20,2020,1513636.36
272,"Thermometer Data Logger ""Tempod"" type MD - PIM",300659,PIM1,,48,4,1-Nov-16,2016,1650000,Equipment,31-Aug-20,2020,1650000
273,"Upright freezer 2 doors, mastercool NEO600BTM 750x810x2000 - MAX1",300136,MAX1,,48,4,1-Jun-15,2015,24080034,Equipment,07-Jan-21,2021,24080034
274,Saladette w/ 10 x 1/4 GN Pan w/ Lid 1045 x 700 x 850 - PLS1,300268,PLS1,,48,4,1-Oct-15,2015,15345000,Equipment,07-Jan-21,2021,15345000
275,BEKO Microwave type MOB20231BG - SOH1,301632,SOH1,,48,4,1-Feb-20,2020,1363636.36,Equipment,24-Feb-21,2021,1363636.36
276,BEKO Microwave type MOB20231BG - MOI1,301633,MOI1,,48,4,1-Feb-20,2020,1363636.36,Equipment,24-Feb-21,2021,1363636.36
277,BEKO Microwave type MOB20231BG - BXC1,301634,BXC1,,48,4,1-Feb-20,2020,1363636.36,Equipment,24-Feb-21,2021,1363636.36
278,BEKO Microwave type MOB20231BG - NIG1,301637,NIG1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
279,BEKO Microwave type MOB20231BG - GCT1,301638,GCT1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
280,BEKO Microwave type MOB20231BG - CTW1,301639,CTW1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
281,BEKO Microwave type MOB20231BG - GIN1,301640,GIN1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
282,BEKO Microwave type MOB20231BG - KKS1,301641,KKS1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
283,BEKO Microwave type MOB20231BG - PRI1,301642,PRI1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
284,BEKO Microwave type MOB20231BG - EMP1,301643,EMP1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
285,BEKO Microwave type MOB20231BG - FXS2,301644,FXS2,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
286,BEKO Microwave type MOB20231BG - WTC1,301645,WTC1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
287,BEKO Microwave type MOB20231BG - LOW1,301646,LOW1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
288,BEKO Microwave type MOB20231BG - PSN1,301647,PSN1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
289,BEKO Microwave type MOB20231BG - MKG1,301648,MKG1,,48,4,1-Feb-20,2020,1363636.36,Equipment,08-Feb-21,2021,1363636.36
290,"NB Acer Aspire A314-32 , warranty 3/3/3 - MAG1",301785,MAG1,,48,4,23-Dec-20,2020,6013636,Equipment,30-Dec-21,2021,6013636
291,"Thermometer Data Logger ""Tempod"" type MD - 9QAC",301004,PIK1,,48,4,14-Mar-18,2018,1500000,Equipment,02-Jun-22,2022,1500000
292,Laptop Acer Travelmate TM 633 iCore 5 -3220 (Andri Hamara),300002,9OPS,,48,4,1-Apr-14,2014,12584000,Equipment,22-Feb-22,2022,12584000
293,Notebook Acer Lightweight TMP645 i5 #2 - FNA,300473,9FNA,,48,4,1-Feb-16,2016,15100800,Equipment,22-Feb-22,2022,15100800
294,NB Acer Aspire A311-31 - TSB1,301524,RYP1,,48,4,31-Oct-19,2019,6425000,Equipment,15-May-22,2022,6425000
295,TV Merk Acto + Breclet + Bluetooth speaker Nakamichi,300315,9HOC,,48,4,1-Dec-15,2015,5765152,Equipment,14-Sep-22,2022,5765152
296,SHARP TV LED 42 inch 2T-C42BG1i - MRG1,301908,MRG1,,48,4,5-Nov-21,2021,4891550,Equipment,14-Sep-22,2022,4891550
297,BEKO Microwave type MOB20231BG - OKW1,301635,9OPS,,48,4,1-Feb-20,2020,1363636.36,Equipment,31-Dec-22,2022,1363636.36
298,BEKO Microwave type MOB20231BG - KRC1,301636,9OPS,,48,4,1-Feb-20,2020,1363636.36,Equipment,31-Dec-22,2022,1363636.36
299,Undercounter Freezer 2 doors Brand : MASTERCOOL - HO,300005,9PRD,,48,4,1-Apr-14,2014,15312591.8,Equipment,31-Dec-22,2022,15312591.8
300,"Upright freezer 2 section 4 doors, mastercool model GN1410 BT M - GCT1",300037,9OPS,,48,4,1-May-14,2014,29599270.29,Equipment,31-Dec-22,2022,29599270.29
301,Undercounter Freezer 1 doors -  WTC1,300115,WTC1,,48,4,1-Sep-15,2015,11743800.2,Equipment,31-Dec-22,2022,11743800.2
302,Undercounter Freezer 1 door TUF 27-OKW1,300328,OKW1,,48,4,1-Jan-16,2016,14003000,Equipment,31-Dec-22,2022,14003000
303,Double door Showcase Chiller Merk Aurora (w.1185 x d.747 x h.2030) - Botani,300558,BSQ1,,48,4,1-Aug-16,2016,12650000,Equipment,31-Dec-22,2022,12650000
304,GEA Chiller EXPO 800 AH/CN#1 - Terminal 3 Soetta,300649,9OPS,,48,4,1-Dec-16,2016,12375000,Equipment,31-Dec-22,2022,12375000
305,GEA Chiller EXPO 800 AH/CN#2 - Terminal 3 Soetta,300650,9OPS,,48,4,1-Dec-16,2016,12375000,Equipment,31-Dec-22,2022,12375000
306,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - HXC1",300912,HXC1,,48,4,26-Oct-17,2017,20625000,Equipment,31-Dec-22,2022,20625000
307,Laptop Acer Travelmate TM 633 (Romie Johanes),300001,9MKT,,48,4,1-Apr-14,2014,11404250,Equipment,,,0
308,Juicer Blendtec model Q-SERIES specifications power : 2000w-HO (PRD),300003,9PRD,,48,4,1-Apr-14,2014,27382300,Equipment,,,0
309,Ice Cube Machine Brand : MANITOWOC capacity : up to 100kg/day - HO (PRD),300004,9PRD,,48,4,1-Apr-14,2014,30166835.6,Equipment,,,0
310,Mesin press buah compact black color - HO,300006,9PRD,,48,4,1-Apr-14,2014,5248138.5,Equipment,,,0
311,Ozon Sterilizer u/ project juice bar - HO,300007,9PRD,,48,4,1-Apr-14,2014,4142600,Equipment,,,0
312,"Bar blander quite one brand; Vitamix, Model : VM 149 - HO",300008,9PRD,,48,4,1-Apr-14,2014,25802251.2,Equipment,,,0
313,Notebook Acer Travelmate P633 core i3 - PRD,300010,9PRD,,48,4,1-May-14,2014,10655568,Equipment,,,0
314,Notebook Acer Travelmate TM645 - FNA,300011,9FNA,,48,4,1-Apr-14,2014,12072500,Equipment,,,0
315,"Desktop Veriton X2611 core i3 + LED 19,5 - FNA",300012,9FNA,,48,4,1-Apr-14,2014,14941828,Equipment,,,0
316,"Desktop Veriton X2611 core i3 + LED 19,5 - PUR",300013,9IST,,48,4,1-Apr-14,2014,7470914,Equipment,,,0
317,"Desktop Veriton X2611 core i3 + LED 19,5 - MKT",300014,9MKT,,48,4,1-Apr-14,2014,7470914,Equipment,,,0
318,"Desktop Veriton X2611 core i3 + LED 19,5 - GCT1",300015,GCT1,,48,4,1-Apr-14,2014,7470914,Equipment,,,0
319,"Desktop Veriton X2611 core i3 + LED 19,5 - KKS1",300016,KKS1,,48,4,1-Apr-14,2014,7470914,Equipment,,,0
320,"Desktop Veriton X2611 core i3 + LED 19,5 - CWH",300017,9CWH,,48,4,1-Apr-14,2014,7470914,Equipment,,,0
321,Printer HP Laserjet 1102 - 9CWH,300018,9CWH,,48,4,1-Apr-14,2014,940000,Equipment,,,0
322,Rak 4 susun 100x40x150 - CWH,300019,9CWH,,48,4,1-Apr-14,2014,6000000,Equipment,,,0
323,UPS ICA 1200 VA  - GCT1,300020,GCT1,,48,4,1-May-14,2014,875000,Equipment,,,0
324,POS 385 15 inch integrated POS - GCT1,300021,GCT1,,48,4,1-May-14,2014,33436972.8,Equipment,,,0
325,POS - 15 inch LCD Display - LED full collor 15 - GCT1,300022,GCT1,,48,4,1-May-14,2014,1862784,Equipment,,,0
326,Additional cash drawer - POS GCT1,300023,GCT1,,48,4,1-May-14,2014,884822.4,Equipment,,,0
327,Fruit Stainer - GCT1,300027,GCT1,,48,4,1-May-14,2014,1626012,Equipment,,,0
328,Fruit Stainer - KKS1,300028,KKS1,,48,4,1-May-14,2014,1626012,Equipment,,,0
329,Fruit Stainer - HO,300029,9PRD,,48,4,1-May-14,2014,1626012,Equipment,,,0
330,Fruit Stainer - HO,300030,9HOC,,48,4,1-May-14,2014,4878036,Equipment,,,0
331,"TV LED50"" Samsung incl bracket - GCT1",300031,GCT1,,48,4,1-May-14,2014,31500001.5,Equipment,,,0
332,"Rak 4 susun 100x40x150 , 4ambal - GCT1",300032,GCT1,,48,4,1-May-14,2014,600000,Equipment,,,0
333,"Undercounter Chiller - Holic Taiwan, Stain steel 1200x700x930 - GCT1",300035,9OPS,,48,4,1-May-14,2014,39397435,Equipment,,,0
334,"Showcase juice cooler, holic-taiwan, stainlees steel 1200x700x1500 - GCT1",300036,GCT1,,48,4,1-May-14,2014,50835400,Equipment,,,0
335,"Convention Oven, Turbochef Model SOTA - GCT1",300039,9HOC,,48,4,1-May-14,2014,103542481,Equipment,,,0
336,"Bar blender silent vitamix, model VM 149-050031 - GCT1",300040,WTC1,,48,4,1-May-14,2014,41097250.5,Equipment,,,0
337,Jug for VM 149 Vitamix Model 015981 - GCT1,300041,WTC1,,48,4,1-May-14,2014,7428919.2,Equipment,,,0
338,Printer brother laserjet MFC1815 - GCT1,300042,9IST,,48,4,1-May-14,2014,2165000,Equipment,,,0
339,POS 385 15 inch integrated POS - KKS1,300043,9IST,,48,4,1-May-14,2014,61600288,Equipment,,,0
340,Cash drawer Additional - KKS1,300044,9IST,,48,4,1-May-14,2014,1752104,Equipment,,,0
341,15 inch LCD Display - LCD Full color - KKS1,300045,9IST,,48,4,1-May-14,2014,3688640,Equipment,,,0
342,"Digital Portable Balance, Yamaha ex Taiwan, Model: YA 30K, 29x27cm - KKS1",300046,KKS1,,48,4,1-May-14,2014,1408000,Equipment,,,0
343,"Digital Portable Balance, Yamaha ex Taiwan, Model: YA 30K, 29x27cm - GCT1",300047,GCT1,,48,4,1-May-14,2014,1408000,Equipment,,,0
344,"Upright freezer 2 section 4 doors, mastercool model GN1410 BT M - KKS",300048,KKS1,,48,4,1-Jun-14,2014,30721424.89,Equipment,,,0
345,"Ice Cube Machine w/ ice bin, MANITOWOC model QY0664A+A4005 - KKS",300049,KKS1,,48,4,1-Jun-14,2014,41974561.47,Equipment,,,0
346,"Convention Oven, Turbochef Model SOTA - KKS",300050,9HOC,,48,4,1-Jun-14,2014,107467938.3,Equipment,,,0
347,"Bar blender silent vitamix, model VM 149-050031 - KKS",300051,PIM1,,48,4,1-Jun-14,2014,42670139.1,Equipment,,,0
348,Jug for VM 149 Vitamix Model 015981 - KKS,300052,9OPS,,48,4,1-Jun-14,2014,7713241.44,Equipment,,,0
349,"Undercounter Chiller - Holic Taiwan, Stain steel 1200x700x930 - KKS",300053,KKS1,,48,4,1-Jun-14,2014,40231180,Equipment,,,0
350,"Showcase juice cooler, holic-taiwan, stainlees steel 1200x700x1500 - KKS",300054,LOW1,,48,4,1-Jun-14,2014,51911200,Equipment,,,0
351,Mesin absensi-Finger print - GCT1,300055,GCT1,,48,4,1-May-14,2014,2090000,Equipment,,,0
352,Printer brother laserjet MFC1815 - KKS1,300057,KKS1,,48,4,1-Jun-14,2014,2165000,Equipment,,,0
353,UPS ICA 1200 VA  - KKS1,300060,KKS1,,48,4,1-Jun-14,2014,875000,Equipment,,,0
354,Undercounter Freezer 1 doors -  KKS1,300066,KKS1,,48,4,1-Jun-14,2014,9648546.05,Equipment,,,0
355,Mesin absensi-Finger print - KKS1,300067,KKS1,,48,4,1-Jun-14,2014,2090000,Equipment,,,0
356,Saladette w/ 10 x 1/4 GN Pan w/ Lid 1045 x 700 x 850 - LOW1,300069,MKG1,,48,4,1-Sep-14,2014,25968250,Equipment,,,0
357,"Upright freezer 2 section 4 doors, mastercool model GN1410 BT M - LOW1",300070,LOW1,,48,4,1-Sep-14,2014,30535256.25,Equipment,,,0
358,"Ice Cube Machine w/ ice bin, MANITOWOC model QY0664A+A4005 - LOW1",300071,LOW1,,48,4,1-Sep-14,2014,41720200,Equipment,,,0
359,"Bar blender silent vitamix, model VM 149-050031 - LOW1",300072,9OPS,,48,4,1-Sep-14,2014,42411562.5,Equipment,,,0
360,Jug for VM 149 Vitamix Model 015981 - LOW1,300073,GIN1,,48,4,1-Sep-14,2014,7666618.75,Equipment,,,0
361,Undercounter dishwasher electrolux - 400153 (Rotary) - LOW1,300074,LOW1,,48,4,1-Sep-14,2014,34330124.07,Equipment,,,0
362,Undercounter Freezer 1 doors -  LOW1,300075,LOW1,,48,4,1-Sep-14,2014,9627062.5,Equipment,,,0
