,,,,,,,,,,,,,
No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Category,Disposal date,Year Of Disposal,Amount Deduction
713,"Thermometer Data Logger ""Tempod"" type MD - MAX",300661,MAX1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
714,"Thermometer Data Logger ""Tempod"" type MD - ALS",300662,ALS1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
715,"Thermometer Data Logger ""Tempod"" type MD - PXV",300663,MMB1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
716,"Thermometer Data Logger ""Tempod"" type MD - OKW",300664,MRG1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
717,"Thermometer Data Logger ""Tempod"" type MD - GIN",300665,GIN1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
718,"Thermometer Data Logger ""Tempod"" type MD - PPC",300666,PPC1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
719,"Thermometer Data Logger ""Tempod"" type MD - KNC",300667,KNC1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
720,"Thermometer Data Logger ""Tempod"" type MD - FXS",300668,MKG1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
721,"Thermometer Data Logger ""Tempod"" type MD - RTP",300669,9QAC,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
722,"Thermometer Data Logger ""Tempod"" type MD - LMP",300670,LMP1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
723,"Thermometer Data Logger ""Tempod"" type MD - RSP",300671,RSP1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
724,"Thermometer Data Logger ""Tempod"" type MD - AON",300672,AON1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
725,"Thermometer Data Logger ""Tempod"" type MD - OBP",300673,OBP1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
726,"Thermometer Data Logger ""Tempod"" type MD - BSQ",300674,BSQ1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
727,"Thermometer Data Logger ""Tempod"" type MD - MKG",300675,MKG1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
728,"Thermometer Data Logger ""Tempod"" type MD - SQS",300676,SQS1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
729,"Thermometer Data Logger ""Tempod"" type MD - GCT2",300677,GCT2,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
730,"Thermometer Data Logger ""Tempod"" type MD - PLI",300678,PLI1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
731,"Thermometer Data Logger ""Tempod"" type MD - SOH",300679,SOH1,,48,4,Nov-16,2016," 1,650,000 ",Equipment,,, -   
732,UCHIDA Fireproof Safe BK-K - HO (F&A),300684,9HOC,,48,4,Oct-16,2016," 5,676,000 ",Equipment,,, -   
733,GEA SD -100F Lift-up Glass Door Freezer - SQS1,300685,SQS1,,48,4,Dec-16,2016," 2,392,500 ",Equipment,,, -   
734,Projector NEC M333XS (ruang meeting) - HO,300686,9HOC,,48,4,Dec-16,2016," 11,950,000 ",Equipment,,, -   
735,NB Acer Corporate TMP645 i5 (Romie) - HO,300687,9HOC,,48,4,Dec-16,2016," 14,657,500 ",Equipment,,, -   
736,NB Acer Corporate TMP645 i5 (Andri) - HO,300688,9HOC,,48,4,Dec-16,2016," 14,657,500 ",Equipment,,, -   
737,NB Acer Corporate TMP645 i5 (Bena) - HO,300689,9HOC,,48,4,Dec-16,2016," 14,657,500 ",Equipment,,, -   
738,"Thermometer Data Logger ""Tempod"" type MD - CGK1",300690,9OPS,,48,4,Dec-16,2016," 1,650,000 ",Equipment,,, -   
739,"Thermometer Data Logger ""Tempod"" type MD - EPI1",300691,EPI1,,48,4,Dec-16,2016," 1,650,000 ",Equipment,,, -   
740,"Thermometer Data Logger ""Tempod"" type MD - MAG1",300692,MAG1,,48,4,Dec-16,2016," 1,650,000 ",Equipment,,, -   
741,"Thermometer Data Logger ""Tempod"" type MD - PIM2",300693,PIM2,,48,4,Dec-16,2016," 1,650,000 ",Equipment,,, -   
742,"Thermometer Data Logger ""Tempod"" type MD - PSN1",300694,PSN1,,48,4,Dec-16,2016," 1,650,000 ",Equipment,,, -   
743,"Thermometer Data Logger ""Tempod"" type MD - SQR1",300695,CTW1,,48,4,Dec-16,2016," 1,650,000 ",Equipment,,, -   
744,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9OPS,300718,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
745,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9OPS,300719,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
746,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9MKT,300720,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
747,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9MKT,300721,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
748,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9FNA,300722,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
749,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9FNA,300723,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
750,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9FNA,300724,9HOC,,48,4,Dec-16,2016," 1,648,571 ",Equipment,,, -   
751,Credenza Size 1050 x 425 x 705 mm - HO,300682,9HOC,,48,4,Jan-17,2017," 1,880,450 ",Equipment,,, -   
752,Credenza Size 2000 x 400 x 750 mm - HO,300683,9HOC,,48,4,Jan-17,2017," 3,861,000 ",Equipment,,, -   
753,203618 - MAXCOLD 60QT WHEEL COOL - GIN1,300696,GIN1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
754,203618 - MAXCOLD 60QT WHEEL COOL - KKS1,300697,KKS1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
755,203618 - MAXCOLD 60QT WHEEL COOL - LOW1,300698,LOW1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
756,203618 - MAXCOLD 60QT WHEEL COOL - GCT1,300699,GCT1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
757,203618 - MAXCOLD 60QT WHEEL COOL - CGK1,300700,9OPS,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
758,203618 - MAXCOLD 60QT WHEEL COOL - WTC1,300701,WTC1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
759,203618 - MAXCOLD 60QT WHEEL COOL - OKW1,300702,OKW1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
760,203618 - MAXCOLD 60QT WHEEL COOL - SOH1,300703,SOH1,,48,4,Jan-17,2017," 1,229,000 ",Equipment,,, -   
761,KW0501524 - PLATFORM HAND TRUCK PLASTIC 400KG - HO,300704,9HOC,,48,4,Jan-17,2017," 1,689,000 ",Equipment,,, -   
762,"Showcase Cooler ""OPAL"" 950x625x1880 - LMP1",300710,9OPS,,48,4,Jan-17,2017," 8,712,000 ",Equipment,,, -   
763,Showcase Royalledy Display Cooler 2 Doors Thailand 2-LS - CPI1,300734,KLT1,,48,4,Jan-17,2017," 13,750,000 ",Equipment,,, -   
764,Easy Counter Art 1 Click Frame Standard - 9MKT,300713,9MKT,,48,4,Jan-17,2017," 5,651,360 ",Equipment,,, -   
765,Printer Brother MFC-J200 - 9BOD,300717,9BOD,,48,4,Jan-17,2017," 2,860,000 ",Equipment,,, -   
766,POS 325 15 Inch True Flat POS (set) - CPI1,300725,MOI1,,48,4,Feb-17,2017," 27,577,550 ",Equipment,,, -   
767,Cash Drawer (Tambahan) Black - CPI1,300726,MOI1,,48,4,Feb-17,2017," 903,403 ",Equipment,,, -   
768,POS 325 2nd Screen 15 inch - CPI1,300727,MOI1,,48,4,Feb-17,2017," 3,803,800 ",Equipment,,, -   
769,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - BXC1,300736,BXC1,,48,4,Feb-17,2017," 27,577,550 ",Equipment,,, -   
770,Cash Drawer (Black) Additional - BXC1,300737,BXC1,,48,4,Feb-17,2017," 903,403 ",Equipment,,, -   
771,POS325 2nd Screen 15 inch - BXC1,300738,BXC1,,48,4,Feb-17,2017," 3,803,800 ",Equipment,,, -   
772,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PIM2,300740,PIM2,,48,4,Feb-17,2017," 27,577,550 ",Equipment,,, -   
773,Cash Drawer (Black) Additional - PIM2,300741,PIM2,,48,4,Feb-17,2017," 903,403 ",Equipment,,, -   
774,POS325 2nd Screen 15 inch - PIM2,300742,PIM2,,48,4,Feb-17,2017," 3,803,800 ",Equipment,,, -   
775,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - LVW1,300744,LVW1,,48,4,Feb-17,2017," 27,577,550 ",Equipment,,, -   
776,Cash Drawer (Black) Additional - LVW1,300745,LVW1,,48,4,Feb-17,2017," 903,403 ",Equipment,,, -   
777,POS325 2nd Screen 15 inch - LVW1,300746,LVW1,,48,4,Feb-17,2017," 3,803,800 ",Equipment,,, -   
778,"Display Cooler GEA ""EXPO-600AH/CN"" 950x625x1880mm - PIM2 (1)",300754,PIM2,,48,4,Feb-17,2017," 10,065,000 ",Equipment,,, -   
779,"Display Cooler GEA ""EXPO-600AH/CN"" 950x625x1880mm - PIM2 (2)",300755,PIM2,,48,4,Feb-17,2017," 10,065,000 ",Equipment,,, -   
780,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - BXC1",300756,BXC1,,48,4,Feb-17,2017," 20,625,000 ",Equipment,,, -   
781,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - LVW1,300767,LVW1,,48,4,Feb-17,2017," 1,818,894 ",Equipment,,, -   
782,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - PSN1,300768,PIK1,,48,4,Feb-17,2017," 1,818,894 ",Equipment,,, -   
783,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - PRI1,300769,PRI1,,48,4,Feb-17,2017," 1,818,894 ",Equipment,,, -   
784,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - JGC1,300770,JGC1,,48,4,Feb-17,2017," 1,818,894 ",Equipment,,, -   
785,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - 9MKT,300771,9MKT,,48,4,Feb-17,2017," 1,818,894 ",Equipment,,, -   
786,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - BXC1",300750,BXC1,,48,4,Mar-17,2017," 2,310,000 ",Equipment,,, -   
787,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PIM2",300751,PIM2,,48,4,Mar-17,2017," 2,310,000 ",Equipment,,, -   
788,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - LVW1",300752,LVW1,,48,4,Mar-17,2017," 2,310,000 ",Equipment,,, -   
789,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - CPI1",300753,KKS2,,48,4,Mar-17,2017," 2,310,000 ",Equipment,,, -   
790,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - LVW1",300757,LVW1,,48,4,Mar-17,2017," 20,625,000 ",Equipment,,, -   
791,Netbook Acer Asp ES1-132 - BXC1,300758,BXC1,,48,4,Mar-17,2017," 6,435,000 ",Equipment,,, -   
792,Netbook Acer Asp ES1-132 - PIM2,300759,PIM2,,48,4,Mar-17,2017," 6,435,000 ",Equipment,,, -   
793,Netbook Acer Asp ES1-132 - LVW1,300760,LVW1,,48,4,Mar-17,2017," 6,435,000 ",Equipment,,, -   
794,Netbook Acer Asp ES1-132 - PSN1,300761,PSN1,,48,4,Mar-17,2017," 6,435,000 ",Equipment,,, -   
795,Box Re.Juve Dimensi 40x40x26 - 9EAO,300711,9EAO,,48,4,Mar-17,2017," 1,500,000 ",Equipment,,, -   
796,Box Re.Juve Dimensi 40x40x26 - 9EAO,300712,9EAO,,48,4,Mar-17,2017," 1,500,000 ",Equipment,,, -   
797,NB Acer TMP648 i3 - District Manager (Gita) - HO,300774,9HOC,,48,4,Apr-17,2017," 10,499,500 ",Equipment,,, -   
798,NB Acer TMP648 i3 - Product Staff (Cyntia) - HO,300775,9HOC,,48,4,Apr-17,2017," 10,499,500 ",Equipment,,, -   
799,PC Desktop Acer Veriton - New Hires Recruitment - HO,300776,9HOC,,48,4,Apr-17,2017," 8,525,000 ",Equipment,,, -   
800,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - CTW1,300784,MTA1,,48,4,Apr-17,2017," 27,577,550 ",Equipment,,, -   
801,Cash Drawer (Black) Additional - CTW1,300785,MTA1,,48,4,Apr-17,2017," 903,403 ",Equipment,,, -   
802,POS325 2nd Screen 15 inch - CTW1,300786,MTA1,,48,4,Apr-17,2017," 3,803,800 ",Equipment,,, -   
803,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - CPA1,300787,CPA1,,48,4,Apr-17,2017," 27,577,550 ",Equipment,,, -   
804,Cash Drawer (Black) Additional - CPA1,300788,CPA1,,48,4,Apr-17,2017," 903,403 ",Equipment,,, -   
805,POS325 2nd Screen 15 inch - CPA1,300789,CPA1,,48,4,Apr-17,2017," 3,803,800 ",Equipment,,, -   
806,Netbook Acer Asp ES1-132 - CTW1,300797,MTA1,,48,4,May-17,2017," 6,435,000 ",Equipment,,, -   
807,Netbook Acer Asp ES1-132 - CPA1,300798,CPA1,,48,4,May-17,2017," 6,435,000 ",Equipment,,, -   
808,Netbook Acer Asp ES1-132 - LCB1,300799,9IST,,48,4,May-17,2017," 6,435,000 ",Equipment,,, -   
809,Netbook Acer Asp ES1-132 - PRI1,300800,PRI1,,48,4,May-17,2017," 6,435,000 ",Equipment,,, -   
810,Netbook Acer Asp ES1-132 - LFB1,300801,PIM3,,48,4,May-17,2017," 6,435,000 ",Equipment,,, -   
811,"Thermometer Data Logger ""Tempod"" type MD - CPA1",300803,CPA1,,48,4,May-17,2017," 1,650,000 ",Equipment,,, -   
812,"Thermometer Data Logger ""Tempod"" type MD - PSN1",300804,PSN1,,48,4,May-17,2017," 1,650,000 ",Equipment,,, -   
813,"Thermometer Data Logger ""Tempod"" type MD - PRI1",300805,PRI1,,48,4,May-17,2017," 1,650,000 ",Equipment,,, -   
814,"Thermometer Data Logger ""Tempod"" type MD - LCB1",300806,SMB1,,48,4,May-17,2017," 1,650,000 ",Equipment,,, -   
815,"Thermometer Data Logger ""Tempod"" type MD - LFB1",300807,PIM3,,48,4,May-17,2017," 1,650,000 ",Equipment,,, -   
816,"Thermometer Data Logger ""Tempod"" type MD - CTW1",300808,MTA1,,48,4,May-17,2017," 1,650,000 ",Equipment,,, -   
817,Panasonic LED TV 43inch & Bracket - LMP1,300809,LMP1,,48,4,Apr-17,2017," 4,318,000 ",Equipment,,, -   
818,Panasonic LED TV 43inch & Bracket - PSN1,300810,PSN1,,48,4,Apr-17,2017," 4,318,000 ",Equipment,,, -   
819,Tomori LGS-238W Display Cooler - PRI1,300822,PRI1,,48,4,May-17,2017," 5,200,000 ",Equipment,,, -   
820,Tomori LGS-238W Display Cooler - 9EAO,300823,9EAO,,48,4,May-17,2017," 5,200,000 ",Equipment,,, -   
821,Tomori LGS-1000M2W Display Cooler - 9MKT,300824,9MKT,,48,4,May-17,2017," 11,400,000 ",Equipment,,, -   
822,Showcase Juice Cooler type C5 #1 - Puri,300488,RSP1,,48,4,May-17,2017," 65,450,000 ",Equipment,,, -   
823,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - CPA1",300779,CPA1,,48,4,May-17,2017," 20,625,000 ",Equipment,,, -   
824,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PSN1,300790,PSN1,,48,4,May-17,2017," 27,577,550 ",Equipment,,, -   
825,Cash Drawer (Black) Additional - PSN1,300791,PSN1,,48,4,May-17,2017," 903,403 ",Equipment,,, -   
826,POS325 2nd Screen 15 inch - PSN1,300792,PSN1,,48,4,May-17,2017," 3,803,800 ",Equipment,,, -   
827,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PRI1,300793,PRI1,,48,4,May-17,2017," 27,577,550 ",Equipment,,, -   
828,Cash Drawer (Black) Additional - PRI1,300794,PRI1,,48,4,May-17,2017," 903,403 ",Equipment,,, -   
829,POS325 2nd Screen 15 inch - PRI1,300795,PRI1,,48,4,May-17,2017," 3,803,800 ",Equipment,,, -   
830,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - CTW1",300778,MTA1,,48,4,Jun-17,2017," 20,625,000 ",Equipment,,, -   
831,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - CTW1",300780,MTA1,,48,4,Jun-17,2017," 2,310,000 ",Equipment,,, -   
832,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - CPA1",300781,CPA1,,48,4,Jun-17,2017," 2,310,000 ",Equipment,,, -   
833,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PSN1",300782,PSN1,,48,4,Jun-17,2017," 2,310,000 ",Equipment,,, -   
834,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PRI1",300783,PRI1,,48,4,Jun-17,2017," 2,310,000 ",Equipment,,, -   
835,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - SUM1,300811,9HOC,,48,4,Jun-17,2017," 27,577,550 ",Equipment,,, -   
836,Cash Drawer (Black) Additional - SUM1,300812,9HOC,,48,4,Jun-17,2017," 903,403 ",Equipment,,, -   
837,POS325 2nd Screen 15 inch - SUM1,300813,9HOC,,48,4,Jun-17,2017," 3,803,800 ",Equipment,,, -   
838,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PIM3,300814,PIM3,,48,4,Jun-17,2017," 27,577,550 ",Equipment,,, -   
839,Cash Drawer (Black) Additional - PIM3,300815,PIM3,,48,4,Jun-17,2017," 903,403 ",Equipment,,, -   
840,POS325 2nd Screen 15 inch - PIM3,300816,PIM3,,48,4,Jun-17,2017," 3,803,800 ",Equipment,,, -   
841,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - LCB1,300817,CTS1,,48,4,Jun-17,2017," 27,577,550 ",Equipment,,, -   
842,Cash Drawer (Black) Additional - LCB1,300818,CTS1,,48,4,Jun-17,2017," 903,403 ",Equipment,,, -   
843,POS325 2nd Screen 15 inch - LCB1,300819,CTS1,,48,4,Jun-17,2017," 3,803,800 ",Equipment,,, -   
844,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - PIM3",300826,PIM3,,48,4,Jun-17,2017," 20,625,000 ",Equipment,,, -   
845,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - MTA1,300827,MTA1,,48,4,Jun-17,2017," 1,818,894 ",Equipment,,, -   
846,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - LCB1,300828,9OPS,,48,4,Jun-17,2017," 1,818,894 ",Equipment,,, -   
847,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - PIM3,300829,PIM3,,48,4,Jun-17,2017," 1,818,894 ",Equipment,,, -   
848,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - SUM1,300830,9OPS,,48,4,Jun-17,2017," 1,818,894 ",Equipment,,, -   
849,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - 9MKT,300831,9MKT,,48,4,Jun-17,2017," 1,818,894 ",Equipment,,, -   
850,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - LCB1",300796,CTS1,,48,4,Jul-17,2017," 2,310,000 ",Equipment,,, -   
851,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PIM3",300821,PIM3,,48,4,Jul-17,2017," 2,310,000 ",Equipment,,, -   
852,Netbook Acer Asp ES1-132 - SUM1,300837,ECS1,,48,4,Jul-17,2017," 6,435,000 ",Equipment,,, -   
853,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - SUM1",300820,ECS1,,48,4,Aug-17,2017," 2,310,000 ",Equipment,,, -   
854,"Display Cooler ""EXPO-416P"" 66x68x213.5 - 9MKT",300851,9MKT,,48,4,Aug-17,2017," 7,012,500 ",Equipment,,, -   
855,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - STB1,300852,STB1,,48,4,Aug-17,2017," 23,166,000 ",Equipment,,, -   
856,Cash Drawer (Black) Additional - STB1,300853,STB1,,48,4,Aug-17,2017," 903,403 ",Equipment,,, -   
857,391 Customer Display - STB1,300854,STB1,,48,4,Aug-17,2017," 1,254,825 ",Equipment,,, -   
858,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - STB1",300855,STB1,,48,4,Aug-17,2017," 2,310,000 ",Equipment,,, -   
859,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - UOB1,300856,DCT1,,48,4,Aug-17,2017," 23,166,000 ",Equipment,,, -   
860,Cash Drawer (Black) Additional - UOB1,300857,DCT1,,48,4,Aug-17,2017," 903,403 ",Equipment,,, -   
861,391 Customer Display - UOB1,300858,DCT1,,48,4,Aug-17,2017," 1,254,825 ",Equipment,,, -   
862,ACER Travelmate TMP648 Ic 5-7200/8GB DDR4/HD 500GB/gigabit/Win10pro - 9FNA,300860,9FNA,,48,4,Aug-17,2017," 13,557,500 ",Equipment,,, -   
863,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - STB1",300862,STB1,,48,4,Aug-17,2017," 20,625,000 ",Equipment,,, -   
864,AMP Crimping Tools Cat. 5E - 9IST,300868,9IST,,48,4,Aug-17,2017," 1,375,000 ",Equipment,,, -   
865,Netbook Acer Asp ES1-132 - STB1,300869,STB1,,48,4,Aug-17,2017," 6,435,000 ",Equipment,,, -   
866,Netbook Acer Asp ES1-132 - UOB1,300870,9IST,,48,4,Aug-17,2017," 6,435,000 ",Equipment,,, -   
867,Netbook Acer Asp ES1-132 - JGC1,300871,JGC1,,48,4,Aug-17,2017," 6,435,000 ",Equipment,,, -   
868,"1 set CCTV (1 unit DVR 4 channel,1 unit Dome Color Camera) - PPC1",300882,PPC1,,48,4,Aug-17,2017," 4,785,000 ",Equipment,,, -   
869,NB Acer TMP648 i5 - Kathleen - 9MKT,300872,9HRD,,48,4,Sep-17,2017," 12,897,500 ",Equipment,,, -   
870,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - JGC1,300876,JGC1,,48,4,Sep-17,2017," 23,166,000 ",Equipment,,, -   
871,Cash Drawer (Black) Additional - JGC1,300877,JGC1,,48,4,Sep-17,2017," 903,403 ",Equipment,,, -   
872,391 Customer Display - JGC1,300878,JGC1,,48,4,Sep-17,2017," 1,254,825 ",Equipment,,, -   
873,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - KTW1,300879,LMK1,,48,4,Sep-17,2017," 23,166,000 ",Equipment,,, -   
874,Cash Drawer (Black) Additional - KTW1,300880,LMK1,,48,4,Sep-17,2017," 903,403 ",Equipment,,, -   
875,391 Customer Display - KTW1,300881,LMK1,,48,4,Sep-17,2017," 1,254,825 ",Equipment,,, -   
876,"Thermometer Data Logger ""Tempod"" type MD - SUM1",300883,9CPF,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
877,"Thermometer Data Logger ""Tempod"" type MD - STB1",300884,STB1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
878,"Thermometer Data Logger ""Tempod"" type MD - UOB1",300885,ECS1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
879,"Thermometer Data Logger ""Tempod"" type MD - JGC1 (1)",300886,JGC1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
880,"Thermometer Data Logger ""Tempod"" type MD - JGC1 (2)",300887,JGC1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
881,"Thermometer Data Logger ""Tempod"" type MD - KTW1",300888,DWS1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
882,"Thermometer Data Logger ""Tempod"" type MD - SQR1",300889,HXC1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
883,"Thermometer Data Logger ""Tempod"" type MD - GCT1",300893,GCT1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
884,"Thermometer Data Logger ""Tempod"" type MD - KKS1",300894,KKS1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
885,"Thermometer Data Logger ""Tempod"" type MD - LOW1",300895,LOW1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
886,"Thermometer Data Logger ""Tempod"" type MD - GIN1",300896,GIN1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
887,"Thermometer Data Logger ""Tempod"" type MD - PPC1",300897,PPC1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
888,"Thermometer Data Logger ""Tempod"" type MD - LMP1",300898,LMP1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
889,"Thermometer Data Logger ""Tempod"" type MD - AON1",300899,AON1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
890,"Thermometer Data Logger ""Tempod"" type MD - PLI1",300900,PLI1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
891,"Thermometer Data Logger ""Tempod"" type MD - SOH1",300901,SOH1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
892,"Thermometer Data Logger ""Tempod"" type MD - CGK1",300902,9OPS,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
893,"Thermometer Data Logger ""Tempod"" type MD - PIM2",300903,PIM2,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
894,"Thermometer Data Logger ""Tempod"" type MD - MKG1",300904,MKG1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
895,"Thermometer Data Logger ""Tempod"" type MD - PSN1",300905,PSN1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
896,"Thermometer Data Logger ""Tempod"" type MD - PRI1",300906,PIK1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
897,"Thermometer Data Logger ""Tempod"" type MD - LCB1",300907,MAX1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
898,"Thermometer Data Logger ""Tempod"" type MD - LVW1",300908,LVW1,,48,4,Sep-17,2017," 1,650,000 ",Equipment,,, -   
899,"1 set CCTV (1 unit DVR 1080P,2 unit Dome Color Camera,1 unit HDD 4TB) - KNC1",300926,KNC1,,48,4,Sep-17,2017," 5,390,000 ",Equipment,,, -   
900,"1 set CCTV (1 unit DVR 1080P,2 unit Dome Color Camera,1 unit HDD 4TB) - PXV1",300927,9IST,,48,4,Sep-17,2017," 5,390,000 ",Equipment,,, -   
901,"1 set CCTV (1 unit DVR 1080P,2 unit Dome Color Camera,1 unit HDD 4TB) - RTP1",300928,9IST,,48,4,Sep-17,2017," 5,390,000 ",Equipment,,, -   
902,"1 set CCTV (1 unit DVR 1080P,2 unit Dome Color Camera,1 unit HDD 4TB) - AON1",300929,AON1,,48,4,Sep-17,2017," 5,390,000 ",Equipment,,, -   
903,"1 set CCTV (1 unit DVR 1080P,2 unit Dome Color Camera,1 unit HDD 4TB) - MAG1",300930,MAG1,,48,4,Sep-17,2017," 5,390,000 ",Equipment,,, -   
904,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - UOB1",300859,9IST,,48,4,Oct-17,2017," 2,310,000 ",Equipment,,, -   
